ind_name, fitness,scaled_energy,b/c,temp,strand_set
1730290756971-40,0.4841547761249815,0.052076901819517844,0.5704978605396114,338,a a b b*,a b a* a*,a* b* b* b,b a* b* a,b b* b a*,b* a* a a* 
1730290910022-279,0.5226613304999961,0.20938697165452694,0.6975688115572722,277,a a a a*,a b b a,a b* b* a,a* a a* a,b* a* a* b,b* b b a 
1730290787469-87,0.507817471504212,0.3603609199281717,0.7104655443905887,277,a a b b*,a a b* b,a a* b* b,a* a* b* b*,b a* b* b 
1730290771085-61,0.49774344867103154,0.5210668750806599,0.3874776931054086,298,a a a a*,a a b b*,b a a a*,b b* b* b*,b* a b b,b* b* b* a* 
1730290746461-21,0.5906023487894722,0.12028263112918915,0.538947771590014,277,a a a* a,a a b b*,a a b* b,a* a a* b,b* b b* a* 
1730290781188-76,0.4872225111090371,0.34566597690775214,0.420722346108785,298,a a a b,a a a* b,a a b b*,a b* a* a,b a a* a,b a b b 
1730290752577-33,0.5059680583851605,0.33260087370704733,0.373270592826647,298,a a a b,a a a* a,a a b b*,b a* b a*,b b* a* a 
1730290750748-29,0.510721771817356,0.2576390308294613,0.23932915684763972,318,a a a* a,a a b b*,a* a* a b*,b b b* b,b* b a* a*,b* b* a* a 
1730291720671-1371,0.46456100765809794,0.3069770431692498,0.6955695625367744,298,a a b b*,a a* a* b*,a* a a a,a* a a* b,b b* b a* 
1730290756971-40,0.5031544703454216,0.137958759377367,0.359978012772599,308,a a a* b*,a a b b*,a* b* a* a*,a* b* b* b,b b* b a* 
1730290787469-87,0.49407141466475135,0.21321911361970133,0.359978012772599,308,a a b b*,a a* b* b,a* a* b* b*,b a* b* b 
1730290746461-21,0.48322569057110903,0.055244693552974636,0.5803677074082705,308,a a a* a,a a b b*,a* a a* b,a* a* a b*,a* a* b b*,b* b* a a* 
1730290771085-61,0.510721771817356,0.4167100162309052,0.23932915684763972,318,a a a* a,a a b b*,a* a b b,a* b* a b,b b* b* b* 
1730290771085-61,0.4829624669453505,0.47092121036430556,0.6890235054795423,308,a a a a*,a a b b*,a* b* b a*,b b* b* b*,b* a b b,b* b* b* a* 
1730290746461-21,0.48322569057110903,0.055244693552974636,0.6384449593306601,308,a a a* a,a a b b*,a* a a* b,a* a* b b*,a* b a* b*,b* b* a a* 
1730290751955-32,0.4794461311223288,0.07422868981233892,0.6647408059391495,318,a a a b,a a b b*,a a* a b*,a* a b b*,b b* a* b,b* a* a* b 
1730290771085-61,0.5071167981246351,0.3493452970407748,0.29735656919299003,328,a a a* a,a a b b*,a* b b* b*,a* b* a b,b b* b* b*,b* b b a* 
1730290746461-21,0.5757030901101187,0.12028263112918915,0.3566149540744303,277,a a a* a,a a b b*,a* a* b b*,b b a b*,b* b* a a* 
1730290787469-87,0.47901960474734956,0.25921013897629647,0.5703358188768433,298,a a b b*,a a b* b,a a* b* b,a* a* b* b*,a* b a* b,b b* a b 
1730290751955-32,0.46998465942245504,0.1026500492355009,0.7380011225601764,308,a a a b,a a b b*,a a* a b*,a b b* a,a b b* b*,a* a* a a* 
1730290771085-61,0.5940945582747865,0.637764631464027,0.4349793694599596,277,a a a a*,a a a* a,b b* b* b*,b* b b b*,b* b* b* a* 
1730290787469-87,0.5176897186706292,0.21321911361970133,0.29504362426685943,308,a a a* a,a a b b*,a a* b* b*,a b* a a,a* b b a* 
1730290746461-21,0.510041692634742,0.0287594902218767,0.2432146103653703,328,a a a* a,a a b b*,a* a a* b,a* a* b b*,b* b* a a* 
1730290751955-32,0.5176897186706292,0.1026500492355009,0.29504362426685943,308,a a a* a,a a b b*,a a* a b*,b a b a,b a* b b,b a* b* b 
1730290910022-279,0.555538705785562,0.20938697165452694,0.572277549344151,277,a a a a*,a b* b* a,a* a* a b,b* a* a* b,b* b b a 
1730290746461-21,0.5878791519860387,0.12028263112918915,0.5680572243077198,277,a a a* a,a a b* b,a* a a* b,b a a* a,b* b b* a* 
1730290756971-40,0.4937149082458059,0.10384902618127528,0.391847351162269,318,a a a* b*,a a b b*,a* b* a* a*,a* b* b* b,b b* b a* 
1730291720671-1371,0.48323528297957213,0.3069770431692498,0.4802276362522372,298,a a b b*,a a* a* b*,a b* a* a,a* a a a,a* a a* b,b b* b a* 
1730302228630-13384,0.5940945582747865,0.401610223318662,0.3703959514874558,277,a a a a*,a a a* a,a* b a* b,b a* b a,b b b b,b* b* a* b* 
1730302228630-13384,0.6080703239404522,0.401610223318662,0.4956637667998962,277,a a a a*,a a a* a,a* b a* b,b a* b b,b b b b 
1730300587959-11534,0.4693832344639989,0.28508878206304367,0.6420182504523619,338,a a b a,b a a* b,b a* b b*,b a* b* a*,b b b a,b* b* b* a 
1730291720671-1371,0.46456100765809794,0.3069770431692498,0.6387499214897389,298,a a b b*,a a* a* b*,a* a a a,b b* b a* 
1730290752577-33,0.4852287487951704,0.16368227217157721,0.5884712282927175,328,a a a b,a a a* a,a a b b*,b a* b a*,b b* a* a,b* a* b b 
1730290751739-31,0.49857721510138664,0.056452593194198104,0.5940207340216654,358,a a b b*,a b b a*,a* a* b* b*,a* b* b* a,b b* a b,b* b b b 
1730302228630-13384,0.6036134596115071,0.401610223318662,0.502218092477652,277,a a a a*,a a a* a,b a* b b,b b b b 
1730290751739-31,0.47400930253185736,0.4661290941063176,0.6955758087896255,298,a a a a*,a a b b*,a b b a*,a* a a* a*,b b* a b 
1730290789727-90,0.5940945582747865,0.7118264240598174,0.3703959514874558,277,a a a a*,a a a* a,a a* a b*,a b b b,a* a b a*,b b* a* a 
1730293891701-3869,0.5737313704691535,0.3781642615893037,0.57281969892653,277,a a a* a,a a b* b,a* a a b*,b a a* b,b b* a* b*,b* b b b 
1730290787469-87,0.5097268420509374,0.21321911361970133,0.3804882101136011,308,a a a* a,a a b b*,b a b* b,b a* a b*,b a* b* b,b* b* b* a* 
1730290751955-32,0.5015007195215391,0.14446078073880061,0.49322940361224354,298,a a a a*,a a a* b*,a a b b*,b a* b* b 
1730290752577-33,0.5064644795220679,0.26858681191132067,0.35507786213449166,308,a a a* a,a a b b*,a* a* a b,a* a* b b,b* a* b* a,b* b a* b* 
1730290787469-87,0.507602996187336,0.1697457824457954,0.4813607979759607,318,a a a* a,a a b b*,a a* b* b,a a* b* b*,a* b b a*,a* b* a* a* 
1730290787469-87,0.4879598571953174,0.21321911361970133,0.4454225986193407,308,a a b b*,a a* b* b,a b b* a*,b a* b* b 
1730290750748-29,0.514112916867867,0.12188717893517839,0.29735656919299003,328,a a a* a,a a a* b*,a a b b,a a b b*,a* a* a* b,a* a* b* a 
1730290771085-61,0.5078033274061309,0.4167100162309052,0.2934711156752595,318,a a a* a,a a b b*,a* a b b*,a* b* a b,b b* b* b*,b* b* a b* 
1730290771085-61,0.5940945582747865,0.637764631464027,0.3703959514874558,277,a a a a*,a a a* a,b b* b* b*,b* a* a* b,b* b b b*,b* b* b* a* 
1730290789727-90,0.48450749506403895,0.33773784645803895,0.5895470018600573,318,a a a a*,a a b b*,a b a* b*,a b b b,a b* a* b*,b* b b* b* 
1730290983290-395,0.49223444803459376,0.1352667834217529,0.6327632017262829,348,a a a a*,a a a b,a a* b a,a* b a* b,b* a* a b,b* b a* a 
1730290756971-40,0.46749620905993583,0.137958759377367,0.6318558598681908,308,a a b a*,a a b b*,a b a* a*,b a b* b*,b* a b* b,b* b* b b* 
1730290752577-33,0.4974896918902093,0.0847865247305491,0.5719076885898403,348,a a a* a,a a a* b,a a b b*,a* a* b a*,b a a b,b* b a* b* 
1730290750748-29,0.49266218597100875,0.2576390308294613,0.5342660832264103,318,a a b b*,a a* b* b,b b a b,b b a* b,b* b a* a*,b* b* a b* 
1730290750748-29,0.47762044909940404,0.40356565151874507,0.700119725988201,298,a a a b,a a a* a,a a b b*,a a* b a*,a* a b* b,b* a* b* a* 
1730290750748-29,0.4970725397885627,0.12188717893517839,0.48324639644304485,328,a a a* a,a a a* b*,a a b b*,a* a* a* b,a* a* b* a 
1730290751955-32,0.49618451169495575,0.07422868981233892,0.5231221786755786,318,a a a a*,a a b b*,a* a b b*,a* b b a,b a a* b,b a* b* b 
1730290771085-61,0.6036134596115071,0.637764631464027,0.5019022401387081,277,a a a a*,a a a* a,b a* a* a*,b b* b* a,b b* b* b* 
1730290751739-31,0.48653070280083344,0.4661290941063176,0.3933058196242438,298,a a b a,a a b b*,a b b a*,a* a* b* b*,b b* a b,b* b b b 
1730290750748-29,0.5160216801968247,0.34602928252526505,0.3804882101136011,308,a a a* a,a a a* b*,a a b a*,a a b b*,b* b b b*,b* b* b a* 
1730290746461-21,0.4949499028412801,0.055244693552974636,0.5057112694113255,308,a a a* a,a a b b*,a b* a b,a* a a* b,b a b* a,b b b a 
1730298325149-8950,0.4307774876481128,0.5633288493833537,0.4177005157990909,298,a a* a* b*,a* b a* a*,a* b a* b,a* b* a b*,b a a* b*,b a* b* a 
1730290757112-41,0.602514604789749,0.141290095530894,0.4349793694599596,277,a a a a*,a a a* a,a a a* b*,a b b* a,a b b* b*,a* a b b* 
1730290746461-21,0.507602996187336,0.040180838833459166,0.4813607979759607,318,a a a* a,a a b b*,a a* a* b*,a b b b,b a* a a*,b b b b* 
1730290751739-31,0.47460022450615763,0.4661290941063176,0.5918109021403839,298,a a a a*,a a b b*,a b b a*,a* a* b* b*,b a* a a,b b* a b 
1730290752577-33,0.5093891152768455,0.16368227217157721,0.31805584429899536,328,a a a b,a a a* a,a a b b*,b b* a* a,b* a* b b,b* b b* a* 
1730290787469-87,0.586329817102977,0.3603609199281717,0.49680753243282116,277,a a a* a,a a b b*,a a b* b,a* a* b* b*,b* a* a* a*,b* b* b a* 
1730310479480-22739,0.4859330203731086,0.19845611340326783,0.6071191944848963,298,a a a b,a a b b*,a b* b b,a* a* a* a,b* b* b b 
1730290771085-61,0.5043212322999466,0.47092121036430556,0.5069731377352131,308,a a a a*,a a a* a,a a b b*,a b* a* a,a* a* a b,b* a b b 
1730290771085-61,0.5121125716307572,0.4167100162309052,0.4702168934251292,318,a a a a*,a a a* a,a a b b*,a* b b* a,a* b* a b,b a b* b 
1730290787469-87,0.4949499028412801,0.21321911361970133,0.5057112694113255,308,a a a* a,a a b b*,a b* a a,a* b b a*,b a a* a* 
1730290750748-29,0.5849652323590889,0.5296450732017264,0.5716104168330983,277,a a a b,a a a* a,a a b a*,a* b a b*,b* b b* a 
1730290746461-21,0.47553352979910724,0.040180838833459166,0.6025435546093111,318,a a b b*,a b* a b,a* a a* b,b b b a,b b* b* b,b* b b* a* 
1730290771085-61,0.5129348075209909,0.07384464063328137,0.3420039878405441,358,a a a* a,a a b b*,a b b* b*,a* a b b*,a* b* a b,b* a* a a 
1730290746461-21,0.4755680554726768,0.040180838833459166,0.667756372991383,318,a a b b*,a b* a b,a* a b* b*,b* a* a b*,b* b b* a*,b* b* a* b* 
1730290746461-21,0.49761469910639783,0.07339517986802442,0.5285308260139976,298,a a a* a,a a b b,a a b b*,a* a a* b,a* a* b b*,b* b* a a* 
1730290787469-87,0.507817471504212,0.3603609199281717,0.6443240014023698,277,a a b b*,a a b* b,a a* b* b,a* a* b* b*,b a* b* b,b* a* b b 
1730290787469-87,0.48322569057110903,0.21321911361970133,0.5803677074082705,308,a a a* a,a a b b*,a a b* b*,a a* b* b*,a b* a a,a* b b a* 
1730290787469-87,0.4837679552733411,0.1697457824457954,0.6119340884243205,318,a a a* a,a a b b*,a a* b* b*,a* a a* a,a* b b a*,a* b* a* a* 
1730299146142-9891,0.45822946891774013,0.398442990288519,0.5032031348991015,308,a b b a,a b b a*,a* b a* a 
1730290746461-21,0.5078033274061309,0.040180838833459166,0.23932915684763972,318,a a a* a,a a b b*,a a* a* b*,a* a a a*,a* a a* b,b b b a 
1730290751955-32,0.5048154285778734,0.05349094372150661,0.2845694813596341,328,a a a* b*,a a b b*,a a* a* b*,a* b a* a,b a a* a,b* b* b* a 
1730290771085-61,0.5006791302823445,0.3493452970407748,0.47210249189221326,328,a a a a*,a a a* a,a a b b*,a* b b* a,a* b* a b,b a b* b 
1730290751739-31,0.5031544703454216,0.3365897322721651,0.359978012772599,308,a a a* b*,a a b b*,a b* a* a*,a* a a* b*,b* a b b,b* a* b* a* 
1730290789727-90,0.4822762085670072,0.267796265139624,0.6286256377969318,328,a a a a*,a a b b*,a b a* b*,a b* a* b*,b* a* b a,b* b b* b* 
1730290756971-40,0.49601265038071246,0.137958759377367,0.4454225986193407,308,a a a* b*,a a b b*,a* b* a* a*,a* b* b* b,b* a* a a* 
1730290752577-33,0.5143615538814766,0.16368227217157721,0.26452279015662217,328,a a a b,a a a* a,a a b b*,b b* a* a,b* b b* a*,b* b* b* a* 
1730290789727-90,0.6004946509395102,0.7118264240598174,0.47534221401097443,277,a a a a*,a a a* a,a a b* b,a b b b,a b* a* a*,b a a a* 
1730290791329-93,0.5591521963734608,0.5798626871176454,0.6628705422835921,277,a a a* a,a* a* b a,a* a* b b*,b b b* b,b* b* a a*,b* b* b* b* 
1730290789727-90,0.48224235718229513,0.267796265139624,0.56341281941486,328,a a a a*,a a b b*,a b a* b*,a b* a* b*,a* a a b*,b* b b* b* 
1730290771085-61,0.5021719417005343,0.4167100162309052,0.3222600041128838,318,a a a* a,a a b b*,a* a b b*,a* b b* b*,b b* b* b*,b* b* a b* 
1730290771085-61,0.49487118422582116,0.5210668750806599,0.4520611110779124,298,a a a a*,a a b b*,a a* b a,a* b* b b*,b b* b* b*,b* a b b 
1730290789727-90,0.6042247718171011,0.7118264240598174,0.5387951025200838,277,a a a a*,a a a* a,a b b b,a* a* b b*,b a a a*,b a a* a* 
1730290771085-61,0.4874473780462171,0.4167100162309052,0.391847351162269,318,a a b b*,a b* a* b,a* a b b*,a* a* b* a,a* b* a b,b* b* a b* 
1730290750748-29,0.4953392418471762,0.40356565151874507,0.3874776931054086,298,a a a a*,a a b b*,a a* b a*,a* a b* b,b a* a b,b* a* b* a* 
1730290752577-33,0.4819088316176282,0.16368227217157721,0.6932492374904102,328,a a a b,a a b b*,b b b* b*,b b* a* a,b* a a* a,b* b a* b* 
1730290789727-90,0.5127960754045968,0.1410322974732256,0.2483444643358022,338,a a a a*,a a a* a,a a b b*,a b* a* b*,a* a* a a*,a* a* a b 
1730290789727-90,0.5297618336412135,0.4479029361482293,0.28489279930123157,308,a a a a*,a a a* a,a a b b*,a b* a* b*,a* a* a a*,a* a* a b 
1730290751955-32,0.4742898173906255,0.14446078073880061,0.6612645159333322,298,a a a* a,a a b b*,b a b a,b a* b* b,b b a a*,b b* b* b 
1730290752577-33,0.4874083944039144,0.26858681191132067,0.6773001693855288,308,a a a b,a a a* a,a a b b*,b a b a*,b b* a* a,b* a* b b 
1730290751739-31,0.49601265038071246,0.3365897322721651,0.4454225986193407,308,a a a* b*,a a b b*,a b* a* a*,a* a a* b*,b a b* b,b* a* b* a* 
1730290746461-21,0.5176897186706292,0.055244693552974636,0.29504362426685943,308,a a a* a,a a b b*,a a* a* b*,a* a a* b,b a* a* a,b b b a 
1730290787469-87,0.4874473780462171,0.1697457824457954,0.391847351162269,318,a a a b*,a a b b*,a a* b* b,b a* b* b 
1730305518696-17149,0.4882036437191913,0.11829147479458646,0.3958920939544304,298,a a b b*,b a* a b,b b* a* a,b* a a a 
1730290756971-40,0.5009076423739472,0.10384902618127528,0.3089165038970249,318,a a a* b*,a a b b*,a* b* a* a*,b b b* b*,b b* b a* 
1730290752577-33,0.5118817145413985,0.0847865247305491,0.2518580595609803,348,a a a b,a a a* a,a a b b*,b b* a* a,b* a* b b,b* b b* a* 
1730290751955-32,0.5103776169061688,0.029862567920617207,0.33234021325401947,348,a a a a*,a a a* a,a a b b*,a* b* b* b*,b a* a b*,b* a* a* a* 
1730291148849-658,0.47948026366292695,0.2204910236224041,0.7293157620640351,318,a a a b,a a b b*,a b* b* b*,a* b a* b,b b* a a*,b* a b* a* 
1730290787469-87,0.510721771817356,0.1697457824457954,0.23932915684763972,318,a a a* a,a a b b*,a a* b* b*,a* b b a*,a* b* a* a*,b a* b* b 
1730290750748-29,0.4802435455284646,0.12188717893517839,0.6135830825838912,328,a a a* a,a a b b,a a b b*,a* a* a* b,a* a* b* b,b b a b* 
1730290789727-90,0.5070532732916863,0.1410322974732256,0.48072181378564177,338,a a a a*,a a a* a,a a b b*,a* a* a a*,a* a* a b,b* b b* a 
1730290897709-259,0.48878825292078193,0.50898712140384,0.6971755888870342,277,a* b* a a,a* b* b a*,b a a* a*,b a b a*,b b b b,b b* b* b 
1730290746461-21,0.49640338638230064,0.0287594902218767,0.48324639644304485,328,a a a* a,a a b b,a a b b*,a* a a* b,b a* b* a*,b* b* a a* 
1730290750748-29,0.5089902366588014,0.12188717893517839,0.3194334228041431,328,a a a* a,a a a* b*,a a b b,a a b b*,a* a* b* a,a* a* b* a* 
1730302228630-13384,0.4849074913168547,0.2159796576203041,0.4996556376308745,298,a a a a*,a a a* a,a* b a* b,b a* b b,b b b b 
1730290746461-21,0.4898556297006157,0.055244693552974636,0.49928691735769837,308,a a a* a,a a b a,a a b b*,a* a* b b*,b b* a a*,b* b* a a* 
1730290752577-33,0.48526229975151336,0.16368227217157721,0.654002873111293,328,a a a b,a a a* a,a a b b*,b a a* a,b b* a* a,b* a* b b 
1730290789727-90,0.5206365797880215,0.33773784645803895,0.216107994956266,318,a a a a*,a a a* a,a a b b*,a* a b a,a* a* a b,b a* a* b* 
1730290751955-32,0.4988737639711156,0.05349094372150661,0.3387114401872539,328,a a a* b*,a a b b*,a a* a* b*,a* b a* a,a* b* a* b*,b* b* b* a 
1730290752577-33,0.47762044909940404,0.33260087370704733,0.700119725988201,298,a a a b,a a a* a,a a b b*,a* b a b*,b a* b a*,b b* a* a 
1730290752577-33,0.5739842383829964,0.47924159458935184,0.3977214533483403,277,a a a b,a a a* a,b b b* b*,b b* a* a,b* a a a*,b* b a* b* 
1730290752577-33,0.5132826420256812,0.21312656223116114,0.27018387579543357,318,a a a b,a a a* a,a a b b*,b b* a* a,b* a* b b,b* b b* a* 
1730317183273-30331,0.4436129794956982,0.05957838484720247,0.46331400294505515,298,a a a* a,a b b b,a* a a* b,b b b b* 
1730290789727-90,0.5006791302823445,0.267796265139624,0.47210249189221326,328,a a a a*,a a a* a,a a b b*,a* a* a a*,a* a* a b,b* b b* a 
1730290751955-32,0.5163439155800015,0.029862567920617207,0.23396798877782207,348,a a a a*,a a a* a,a a b b*,a a* a a*,b a* a b*,b* a* a* a* 
1730290789727-90,0.4883526923089323,0.267796265139624,0.37809846695374105,328,a a a a*,a a a* a,a a b b*,a* a* a b,b* b b* a 
1730290789727-90,0.5178121094103151,0.33773784645803895,0.27546369793978387,318,a a a a*,a a a* a,a a b b*,a b* a* b,a* a b a,a* a* a b 
1730290789727-90,0.5071874196322179,0.33773784645803895,0.4813607979759607,318,a a a* a,a a b b*,a* a b a,a* a* a b,b a* a* b*,b* b a a* 
1730298325149-8950,0.42884510635634426,0.5633288493833537,0.4777347536667231,298,a a* a* b*,a* b a* a*,a* b a* b,b a a* b*,b a* b* a,b b* a* b* 
1730290750748-29,0.5121125716307572,0.2576390308294613,0.4702168934251292,318,a a a a*,a a a* a,a a b b*,a b* a* a,a* a* b a,b* b* a* a 
1730290746461-21,0.5020262119946238,0.07339517986802442,0.3566149540744303,298,a a a* a,a a b b*,a a* a* b*,a* a a a*,a* a a* b,b a a a 
1730290789727-90,0.5074760373576394,0.021930378623244158,0.505915006955912,358,a a a a*,a a a* a,a a b b*,a* a* a a*,a* a* a b,b* b b* a 
1730290771085-61,0.5114149976314635,0.1141975988008411,0.2425083607157504,348,a a a* a,a a b b*,a* a b b*,a* b b* b*,b b* b* b*,b* b* a b* 
1730290789727-90,0.4980068226925076,0.1410322974732256,0.37857571403170037,338,a a a* a,a a b b*,a b a a,a* a b* b*,a* a* a a*,a* a* a b 
1730290751955-32,0.48353805600738575,0.1026500492355009,0.5677227147534538,308,a a a a*,a a b b*,b a* b* b,b* a b* a* 
1730290750748-29,0.4979247022167115,0.40356565151874507,0.5671618917070786,298,a a a b,a a a* a,a a b b*,a a* b* b,a* a b* b,b* a* a b 
1730290789727-90,0.4956174875134248,0.33773784645803895,0.4347971578380009,318,a a a a*,a a a* a,a a b b*,a b b* a*,a* a b a,a* a* a b 
1730290751739-31,0.46646673915054065,0.3365897322721651,0.689614285354077,308,a a b b*,a b* a* a*,a* a a* b*,b a b* b,b b b* b,b* a* b* a* 
1730290746461-21,0.4742898173906255,0.07339517986802442,0.6612645159333322,298,a a a* a,a a b b*,a* a a* b,a* a* b b*,b a* b a*,b* b* a a* 
1730302228630-13384,0.5940945582747865,0.401610223318662,0.4349793694599596,277,a a a a*,a a a* a,b a* b a,b a* b a*,b b b b,b* b* a* b* 
1730300587959-11534,0.5003046415583785,0.14506891356130408,0.3826191680069491,348,a a a* a,a b* b* b*,a* a a a*,b a* b* a*,b* a* b* a,b* b* b* a 
1730290746461-21,0.5078033274061309,0.040180838833459166,0.2934711156752595,318,a a a* a,a a b b*,a a* a* b*,a* a a a*,a* a a* b*,b a a a 
1730290771085-61,0.4802435455284646,0.3493452970407748,0.6135830825838912,328,a a a* a,a a b b*,a a* a* b,a* b b* b*,b b* b* b*,b* b b a* 
1730290789727-90,0.508197751594877,0.1410322974732256,0.32244784800597487,338,a a a a*,a a a* a,a a b b*,a* a b a,a* a* a b,b a* a* b* 
1730302228630-13384,0.4279330465938111,0.2159796576203041,0.6407491705102368,298,a a a a*,a a* a* b,a* b b a*,b b b* b 
1730290789727-90,0.5127317414178577,0.1410322974732256,0.30473775113807683,338,a a a a*,a a a* a,a a b b*,a b* a* b,a* a b a,a* a* a b 
1730290771085-61,0.5082073376836728,0.07384464063328137,0.443211980614335,358,a a a a*,a a a* a,a a b b*,a* a a* a*,a* b* a b,b b* b* b* 
1730290746461-21,0.4742898173906255,0.07339517986802442,0.6044448748862968,298,a a a* a,a a b b*,a* a* b b*,a* b b b*,b a* b a*,b* b* a a* 
1730290771085-61,0.47400930253185736,0.5210668750806599,0.6955758087896255,298,a a a a*,a a b b*,a b* a a*,b b* b* b*,b* a b b,b* b* a a 
1730290789727-90,0.5188763585623136,0.267796265139624,0.22092022574634596,328,a a a a*,a a a* a,a a b b*,a* a b a,a* a* a b,b a* a* b* 
1730290787469-87,0.5025744346430092,0.1697457824457954,0.3222600041128838,318,a a a* a,a a b b*,a* a b a,b a* a b*,b a* b* b,b* b* b* b* 
1730290771085-61,0.5928735395346084,0.637764631464027,0.4547314937852625,277,a a a a*,a a a* a,b b* b* b*,b* b b a,b* b b b*,b* b* b* a* 
1730290752577-33,0.5005427422571385,0.12036425291802465,0.6447432242987963,338,a a a a*,a a a b,a a a* a,a a b b*,b* a a* a,b* b a* b* 
